,Unnamed: 0,Image,Class
20481,20481,ISIC_0065587.jpg,1
14722,14722,ISIC_0056379.jpg,2
4945,4945,ISIC_0026348.jpg,1
821,821,ISIC_0010056.jpg,0
4827,4827,ISIC_0026230.jpg,2
17532,17532,ISIC_0060854.jpg,0
16038,16038,ISIC_0058505.jpg,1
10597,10597,ISIC_0032000.jpg,1
8763,8763,ISIC_0030166.jpg,1
22638,22638,ISIC_0068987.jpg,2
9909,9909,ISIC_0031312.jpg,1
169,169,ISIC_0000182_downsampled.jpg,1
20828,20828,ISIC_0066148.jpg,2
21108,21108,ISIC_0066594.jpg,3
4651,4651,ISIC_0026054.jpg,1
698,698,ISIC_0009896.jpg,1
12148,12148,ISIC_0033551.jpg,2
15454,15454,ISIC_0057558.jpg,0
11710,11710,ISIC_0033113.jpg,1
2276,2276,ISIC_0014558_downsampled.jpg,0
18719,18719,ISIC_0062760.jpg,1
9679,9679,ISIC_0031082.jpg,1
2672,2672,ISIC_0015204_downsampled.jpg,0
3070,3070,ISIC_0024473.jpg,1
8855,8855,ISIC_0030258.jpg,3
23128,23128,ISIC_0069742.jpg,2
873,873,ISIC_0010190.jpg,1
4453,4453,ISIC_0025856.jpg,3
17609,17609,ISIC_0060973.jpg,2
11488,11488,ISIC_0032891.jpg,1
5934,5934,ISIC_0027337.jpg,2
602,602,ISIC_0006612_downsampled.jpg,1
24778,24778,ISIC_0072388.jpg,1
16841,16841,ISIC_0059750.jpg,0
409,409,ISIC_0000480.jpg,1
177,177,ISIC_0000190.jpg,1
6420,6420,ISIC_0027823.jpg,1
8503,8503,ISIC_0029906.jpg,1
18483,18483,ISIC_0062382.jpg,0
22695,22695,ISIC_0069080.jpg,1
24074,24074,ISIC_0071284.jpg,1
16651,16651,ISIC_0059450.jpg,0
2503,2503,ISIC_0014876_downsampled.jpg,1
20257,20257,ISIC_0065254.jpg,1
10109,10109,ISIC_0031512.jpg,1
24966,24966,ISIC_0072691.jpg,0
22520,22520,ISIC_0068807.jpg,1
900,900,ISIC_0010235.jpg,0
1603,1603,ISIC_0012961_downsampled.jpg,1
18214,18214,ISIC_0061956.jpg,0
6231,6231,ISIC_0027634.jpg,1
11811,11811,ISIC_0033214.jpg,1
12557,12557,ISIC_0033960.jpg,1
10090,10090,ISIC_0031493.jpg,1
15101,15101,ISIC_0056984.jpg,0
25209,25209,ISIC_0073063.jpg,2
89,89,ISIC_0000096_downsampled.jpg,1
22498,22498,ISIC_0068768.jpg,0
19997,19997,ISIC_0064817.jpg,3
16375,16375,ISIC_0059017.jpg,2
20289,20289,ISIC_0065300.jpg,3
24764,24764,ISIC_0072367.jpg,1
1890,1890,ISIC_0013592_downsampled.jpg,1
7011,7011,ISIC_0028414.jpg,3
12206,12206,ISIC_0033609.jpg,2
9964,9964,ISIC_0031367.jpg,1
16155,16155,ISIC_0058686.jpg,1
3503,3503,ISIC_0024906.jpg,1
19121,19121,ISIC_0063404.jpg,2
5500,5500,ISIC_0026903.jpg,1
23782,23782,ISIC_0070800.jpg,1
10485,10485,ISIC_0031888.jpg,3
24894,24894,ISIC_0072583.jpg,2
9678,9678,ISIC_0031081.jpg,1
1587,1587,ISIC_0012927_downsampled.jpg,3
5151,5151,ISIC_0026554.jpg,1
5890,5890,ISIC_0027293.jpg,1
21343,21343,ISIC_0066968.jpg,1
16709,16709,ISIC_0059546.jpg,2
22542,22542,ISIC_0068849.jpg,1
19367,19367,ISIC_0063808.jpg,2
5435,5435,ISIC_0026838.jpg,1
21349,21349,ISIC_0066979.jpg,2
13854,13854,ISIC_0054974.jpg,0
6383,6383,ISIC_0027786.jpg,2
8114,8114,ISIC_0029517.jpg,1
8589,8589,ISIC_0029992.jpg,1
1151,1151,ISIC_0011207.jpg,1
4596,4596,ISIC_0025999.jpg,1
11825,11825,ISIC_0033228.jpg,1
7552,7552,ISIC_0028955.jpg,1
6899,6899,ISIC_0028302.jpg,1
19903,19903,ISIC_0064671.jpg,1
10469,10469,ISIC_0031872.jpg,3
22478,22478,ISIC_0068735.jpg,1
24020,24020,ISIC_0071177.jpg,1
19527,19527,ISIC_0064057.jpg,2
1147,1147,ISIC_0011202.jpg,1
4956,4956,ISIC_0026359.jpg,1
5730,5730,ISIC_0027133.jpg,1
111,111,ISIC_0000119_downsampled.jpg,1
22250,22250,ISIC_0068381.jpg,0
21745,21745,ISIC_0067600.jpg,2
24672,24672,ISIC_0072204.jpg,0
3140,3140,ISIC_0024543.jpg,1
13434,13434,ISIC_0054310.jpg,1
22194,22194,ISIC_0068300.jpg,1
9053,9053,ISIC_0030456.jpg,1
1822,1822,ISIC_0013427_downsampled.jpg,0
13006,13006,ISIC_0053591.jpg,2
4462,4462,ISIC_0025865.jpg,1
3805,3805,ISIC_0025208.jpg,1
25323,25323,ISIC_0073244.jpg,1
4787,4787,ISIC_0026190.jpg,1
5740,5740,ISIC_0027143.jpg,1
16761,16761,ISIC_0059628.jpg,0
12452,12452,ISIC_0033855.jpg,3
23241,23241,ISIC_0069924.jpg,1
23870,23870,ISIC_0070942.jpg,2
20885,20885,ISIC_0066251.jpg,1
523,523,ISIC_0001306_downsampled.jpg,1
3359,3359,ISIC_0024762.jpg,1
8467,8467,ISIC_0029870.jpg,1
13308,13308,ISIC_0054107.jpg,1
6076,6076,ISIC_0027479.jpg,1
15385,15385,ISIC_0057436.jpg,0
14195,14195,ISIC_0055513.jpg,0
3267,3267,ISIC_0024670.jpg,1
11010,11010,ISIC_0032413.jpg,1
21838,21838,ISIC_0067736.jpg,2
5433,5433,ISIC_0026836.jpg,1
17250,17250,ISIC_0060401.jpg,2
9457,9457,ISIC_0030860.jpg,1
10655,10655,ISIC_0032058.jpg,1
6613,6613,ISIC_0028016.jpg,1
7100,7100,ISIC_0028503.jpg,3
1162,1162,ISIC_0011220.jpg,1
2419,2419,ISIC_0014754_downsampled.jpg,1
12691,12691,ISIC_0034094.jpg,0
10236,10236,ISIC_0031639.jpg,3
18086,18086,ISIC_0061742.jpg,1
20799,20799,ISIC_0066105.jpg,0
15623,15623,ISIC_0057859.jpg,1
14699,14699,ISIC_0056333.jpg,1
3409,3409,ISIC_0024812.jpg,1
24370,24370,ISIC_0071755.jpg,1
22212,22212,ISIC_0068330.jpg,2
19902,19902,ISIC_0064670.jpg,3
23673,23673,ISIC_0070631.jpg,1
17892,17892,ISIC_0061440.jpg,2
8615,8615,ISIC_0030018.jpg,1
1635,1635,ISIC_0013032_downsampled.jpg,1
18257,18257,ISIC_0062028.jpg,1
4692,4692,ISIC_0026095.jpg,1
16443,16443,ISIC_0059118.jpg,3
18565,18565,ISIC_0062505.jpg,0
16739,16739,ISIC_0059597.jpg,0
16216,16216,ISIC_0058781.jpg,0
8455,8455,ISIC_0029858.jpg,1
23765,23765,ISIC_0070765.jpg,1
14756,14756,ISIC_0056444.jpg,1
2349,2349,ISIC_0014641_downsampled.jpg,3
16468,16468,ISIC_0059165.jpg,0
1623,1623,ISIC_0013007_downsampled.jpg,1
17533,17533,ISIC_0060855.jpg,1
4974,4974,ISIC_0026377.jpg,1
24883,24883,ISIC_0072568.jpg,0
20042,20042,ISIC_0064889.jpg,1
11091,11091,ISIC_0032494.jpg,1
4491,4491,ISIC_0025894.jpg,1
4082,4082,ISIC_0025485.jpg,3
813,813,ISIC_0010043.jpg,1
586,586,ISIC_0004985_downsampled.jpg,1
20217,20217,ISIC_0065184.jpg,1
975,975,ISIC_0010444.jpg,1
18602,18602,ISIC_0062571.jpg,3
4896,4896,ISIC_0026299.jpg,1
8534,8534,ISIC_0029937.jpg,0
24622,24622,ISIC_0072125.jpg,1
17676,17676,ISIC_0061086.jpg,0
17796,17796,ISIC_0061281.jpg,0
7973,7973,ISIC_0029376.jpg,1
9261,9261,ISIC_0030664.jpg,1
6017,6017,ISIC_0027420.jpg,0
9462,9462,ISIC_0030865.jpg,1
22881,22881,ISIC_0069349.jpg,1
20708,20708,ISIC_0065953.jpg,2
954,954,ISIC_0010358.jpg,0
15861,15861,ISIC_0058221.jpg,1
4164,4164,ISIC_0025567.jpg,3
11887,11887,ISIC_0033290.jpg,1
15639,15639,ISIC_0057882.jpg,2
19146,19146,ISIC_0063450.jpg,0
9451,9451,ISIC_0030854.jpg,1
21384,21384,ISIC_0067036.jpg,1
1182,1182,ISIC_0011310.jpg,1
15453,15453,ISIC_0057556.jpg,0
489,489,ISIC_0001118_downsampled.jpg,0
7012,7012,ISIC_0028415.jpg,0
4875,4875,ISIC_0026278.jpg,1
99,99,ISIC_0000107_downsampled.jpg,1
19873,19873,ISIC_0064632.jpg,0
15339,15339,ISIC_0057364.jpg,1
14654,14654,ISIC_0056266.jpg,1
22855,22855,ISIC_0069316.jpg,3
11709,11709,ISIC_0033112.jpg,1
1121,1121,ISIC_0011145.jpg,1
5092,5092,ISIC_0026495.jpg,1
12591,12591,ISIC_0033994.jpg,1
13016,13016,ISIC_0053609.jpg,1
25172,25172,ISIC_0073010.jpg,2
10373,10373,ISIC_0031776.jpg,1
1612,1612,ISIC_0012981_downsampled.jpg,1
18442,18442,ISIC_0062319.jpg,1
19365,19365,ISIC_0063806.jpg,2
17301,17301,ISIC_0060488.jpg,3
10604,10604,ISIC_0032007.jpg,1
4777,4777,ISIC_0026180.jpg,1
24568,24568,ISIC_0072055.jpg,3
16297,16297,ISIC_0058897.jpg,2
5311,5311,ISIC_0026714.jpg,3
13738,13738,ISIC_0054792.jpg,1
10080,10080,ISIC_0031483.jpg,1
628,628,ISIC_0007796_downsampled.jpg,1
6098,6098,ISIC_0027501.jpg,1
6111,6111,ISIC_0027514.jpg,1
16316,16316,ISIC_0058926.jpg,0
1685,1685,ISIC_0013129_downsampled.jpg,3
18743,18743,ISIC_0062802.jpg,2
13405,13405,ISIC_0054270.jpg,1
20958,20958,ISIC_0066363.jpg,2
3902,3902,ISIC_0025305.jpg,1
4042,4042,ISIC_0025445.jpg,1
4890,4890,ISIC_0026293.jpg,1
2906,2906,ISIC_0024309.jpg,1
22548,22548,ISIC_0068858.jpg,1
10074,10074,ISIC_0031477.jpg,1
19393,19393,ISIC_0063848.jpg,1
23336,23336,ISIC_0070073.jpg,3
22251,22251,ISIC_0068382.jpg,0
7442,7442,ISIC_0028845.jpg,1
6940,6940,ISIC_0028343.jpg,3
12144,12144,ISIC_0033547.jpg,1
2034,2034,ISIC_0013918_downsampled.jpg,3
1859,1859,ISIC_0013512_downsampled.jpg,1
13998,13998,ISIC_0055222.jpg,1
23668,23668,ISIC_0070623.jpg,0
8190,8190,ISIC_0029593.jpg,1
14820,14820,ISIC_0056546.jpg,0
25160,25160,ISIC_0072993.jpg,2
9101,9101,ISIC_0030504.jpg,1
519,519,ISIC_0001286_downsampled.jpg,1
22828,22828,ISIC_0069276.jpg,3
11433,11433,ISIC_0032836.jpg,0
3728,3728,ISIC_0025131.jpg,3
5770,5770,ISIC_0027173.jpg,1
11519,11519,ISIC_0032922.jpg,0
21051,21051,ISIC_0066497.jpg,0
6483,6483,ISIC_0027886.jpg,1
8719,8719,ISIC_0030122.jpg,0
25013,25013,ISIC_0072771.jpg,1
24968,24968,ISIC_0072694.jpg,0
3317,3317,ISIC_0024720.jpg,1
18818,18818,ISIC_0062923.jpg,2
8425,8425,ISIC_0029828.jpg,1
23269,23269,ISIC_0069964.jpg,1
25283,25283,ISIC_0073183.jpg,1
2963,2963,ISIC_0024366.jpg,1
755,755,ISIC_0009965.jpg,1
10380,10380,ISIC_0031783.jpg,3
957,957,ISIC_0010362.jpg,1
25254,25254,ISIC_0073138.jpg,1
5126,5126,ISIC_0026529.jpg,1
2650,2650,ISIC_0015166_downsampled.jpg,0
8044,8044,ISIC_0029447.jpg,1
11334,11334,ISIC_0032737.jpg,1
465,465,ISIC_0000540.jpg,1
12501,12501,ISIC_0033904.jpg,1
23124,23124,ISIC_0069736.jpg,0
10652,10652,ISIC_0032055.jpg,1
5620,5620,ISIC_0027023.jpg,3
15615,15615,ISIC_0057840.jpg,1
20963,20963,ISIC_0066371.jpg,1
6884,6884,ISIC_0028287.jpg,1
21356,21356,ISIC_0066992.jpg,0
14502,14502,ISIC_0056019.jpg,0
12792,12792,ISIC_0034195.jpg,1
3990,3990,ISIC_0025393.jpg,1
23125,23125,ISIC_0069737.jpg,2
19641,19641,ISIC_0064251.jpg,1
7283,7283,ISIC_0028686.jpg,1
5789,5789,ISIC_0027192.jpg,3
4603,4603,ISIC_0026006.jpg,1
20932,20932,ISIC_0066327.jpg,1
7578,7578,ISIC_0028981.jpg,1
6237,6237,ISIC_0027640.jpg,1
3790,3790,ISIC_0025193.jpg,1
3441,3441,ISIC_0024844.jpg,1
24822,24822,ISIC_0072461.jpg,2
8636,8636,ISIC_0030039.jpg,1
5826,5826,ISIC_0027229.jpg,2
24264,24264,ISIC_0071580.jpg,0
21243,21243,ISIC_0066797.jpg,1
22765,22765,ISIC_0069191.jpg,2
413,413,ISIC_0000484.jpg,0
2141,2141,ISIC_0014177_downsampled.jpg,3
8461,8461,ISIC_0029864.jpg,1
14170,14170,ISIC_0055473.jpg,3
7430,7430,ISIC_0028833.jpg,1
15910,15910,ISIC_0058303.jpg,0
18515,18515,ISIC_0062430.jpg,1
3226,3226,ISIC_0024629.jpg,1
7639,7639,ISIC_0029042.jpg,1
1989,1989,ISIC_0013806_downsampled.jpg,1
14796,14796,ISIC_0056512.jpg,1
5109,5109,ISIC_0026512.jpg,1
4739,4739,ISIC_0026142.jpg,3
8627,8627,ISIC_0030030.jpg,1
3323,3323,ISIC_0024726.jpg,3
24152,24152,ISIC_0071401.jpg,0
21980,21980,ISIC_0067967.jpg,2
1043,1043,ISIC_0010592.jpg,1
3399,3399,ISIC_0024802.jpg,1
9482,9482,ISIC_0030885.jpg,1
15002,15002,ISIC_0056834.jpg,1
23808,23808,ISIC_0070840.jpg,1
13322,13322,ISIC_0054126.jpg,1
18841,18841,ISIC_0062960.jpg,1
17859,17859,ISIC_0061378.jpg,0
19588,19588,ISIC_0064157.jpg,0
8499,8499,ISIC_0029902.jpg,1
18484,18484,ISIC_0062384.jpg,1
20110,20110,ISIC_0065006.jpg,0
2943,2943,ISIC_0024346.jpg,1
2507,2507,ISIC_0014891_downsampled.jpg,0
4688,4688,ISIC_0026091.jpg,2
7437,7437,ISIC_0028840.jpg,3
22557,22557,ISIC_0068869.jpg,2
5042,5042,ISIC_0026445.jpg,1
20901,20901,ISIC_0066277.jpg,1
6094,6094,ISIC_0027497.jpg,1
24113,24113,ISIC_0071342.jpg,0
16222,16222,ISIC_0058791.jpg,0
14274,14274,ISIC_0055663.jpg,2
6078,6078,ISIC_0027481.jpg,1
15969,15969,ISIC_0058395.jpg,1
21811,21811,ISIC_0067696.jpg,0
19936,19936,ISIC_0064714.jpg,2
18269,18269,ISIC_0062047.jpg,3
7500,7500,ISIC_0028903.jpg,1
15168,15168,ISIC_0057080.jpg,3
11317,11317,ISIC_0032720.jpg,1
14203,14203,ISIC_0055529.jpg,2
24690,24690,ISIC_0072237.jpg,2
13751,13751,ISIC_0054814.jpg,1
19637,19637,ISIC_0064240.jpg,0
19328,19328,ISIC_0063745.jpg,1
7323,7323,ISIC_0028726.jpg,1
7054,7054,ISIC_0028457.jpg,2
181,181,ISIC_0000195_downsampled.jpg,1
23575,23575,ISIC_0070466.jpg,2
19317,19317,ISIC_0063729.jpg,3
10847,10847,ISIC_0032250.jpg,1
12479,12479,ISIC_0033882.jpg,1
12507,12507,ISIC_0033910.jpg,3
5921,5921,ISIC_0027324.jpg,1
15476,15476,ISIC_0057594.jpg,0
23816,23816,ISIC_0070854.jpg,3
20898,20898,ISIC_0066271.jpg,2
15658,15658,ISIC_0057908.jpg,1
5819,5819,ISIC_0027222.jpg,1
6092,6092,ISIC_0027495.jpg,1
21703,21703,ISIC_0067524.jpg,2
22300,22300,ISIC_0068457.jpg,1
11280,11280,ISIC_0032683.jpg,1
14947,14947,ISIC_0056743.jpg,1
21633,21633,ISIC_0067426.jpg,2
12929,12929,ISIC_0053473.jpg,0
10118,10118,ISIC_0031521.jpg,1
6178,6178,ISIC_0027581.jpg,1
14929,14929,ISIC_0056720.jpg,1
18911,18911,ISIC_0063070.jpg,0
12299,12299,ISIC_0033702.jpg,1
16630,16630,ISIC_0059421.jpg,0
24901,24901,ISIC_0072595.jpg,0
15678,15678,ISIC_0057938.jpg,0
18929,18929,ISIC_0063096.jpg,1
17763,17763,ISIC_0061230.jpg,1
6105,6105,ISIC_0027508.jpg,1
17646,17646,ISIC_0061037.jpg,1
6561,6561,ISIC_0027964.jpg,0
20438,20438,ISIC_0065519.jpg,1
17048,17048,ISIC_0060089.jpg,1
19772,19772,ISIC_0064462.jpg,0
22441,22441,ISIC_0068680.jpg,2
23986,23986,ISIC_0071119.jpg,0
21211,21211,ISIC_0066749.jpg,0
5195,5195,ISIC_0026598.jpg,1
10565,10565,ISIC_0031968.jpg,1
9805,9805,ISIC_0031208.jpg,0
1691,1691,ISIC_0013146_downsampled.jpg,3
2731,2731,ISIC_0015383_downsampled.jpg,1
20243,20243,ISIC_0065228.jpg,2
24716,24716,ISIC_0072283.jpg,1
1070,1070,ISIC_0010861.jpg,1
4341,4341,ISIC_0025744.jpg,0
21567,21567,ISIC_0067311.jpg,1
18453,18453,ISIC_0062337.jpg,1
8885,8885,ISIC_0030288.jpg,1
23156,23156,ISIC_0069792.jpg,2
3575,3575,ISIC_0024978.jpg,1
11430,11430,ISIC_0032833.jpg,0
18252,18252,ISIC_0062021.jpg,2
6329,6329,ISIC_0027732.jpg,1
1351,1351,ISIC_0012320_downsampled.jpg,1
13598,13598,ISIC_0054576.jpg,1
199,199,ISIC_0000213.jpg,1
24260,24260,ISIC_0071570.jpg,2
2315,2315,ISIC_0014606_downsampled.jpg,3
24352,24352,ISIC_0071724.jpg,2
20873,20873,ISIC_0066230.jpg,1
304,304,ISIC_0000340.jpg,1
24487,24487,ISIC_0071930.jpg,3
12182,12182,ISIC_0033585.jpg,1
7147,7147,ISIC_0028550.jpg,3
23754,23754,ISIC_0070743.jpg,0
6077,6077,ISIC_0027480.jpg,0
823,823,ISIC_0010058.jpg,1
11685,11685,ISIC_0033088.jpg,3
13932,13932,ISIC_0055109.jpg,2
17407,17407,ISIC_0060648.jpg,0
24119,24119,ISIC_0071352.jpg,1
11513,11513,ISIC_0032916.jpg,1
6529,6529,ISIC_0027932.jpg,1
141,141,ISIC_0000150_downsampled.jpg,0
10395,10395,ISIC_0031798.jpg,1
1369,1369,ISIC_0012358_downsampled.jpg,3
524,524,ISIC_0001367_downsampled.jpg,1
13447,13447,ISIC_0054332.jpg,0
3647,3647,ISIC_0025050.jpg,1
9407,9407,ISIC_0030810.jpg,1
7573,7573,ISIC_0028976.jpg,1
11979,11979,ISIC_0033382.jpg,1
16281,16281,ISIC_0058877.jpg,0
6784,6784,ISIC_0028187.jpg,1
11525,11525,ISIC_0032928.jpg,1
16823,16823,ISIC_0059722.jpg,1
11244,11244,ISIC_0032647.jpg,1
21193,21193,ISIC_0066724.jpg,1
2730,2730,ISIC_0015372_downsampled.jpg,1
22708,22708,ISIC_0069097.jpg,1
15893,15893,ISIC_0058272.jpg,1
22078,22078,ISIC_0068119.jpg,0
926,926,ISIC_0010319.jpg,0
24970,24970,ISIC_0072698.jpg,2
19537,19537,ISIC_0064072.jpg,0
7123,7123,ISIC_0028526.jpg,1
10851,10851,ISIC_0032254.jpg,1
20086,20086,ISIC_0064964.jpg,1
8515,8515,ISIC_0029918.jpg,1
21069,21069,ISIC_0066529.jpg,1
11362,11362,ISIC_0032765.jpg,1
20100,20100,ISIC_0064986.jpg,0
4450,4450,ISIC_0025853.jpg,1
17375,17375,ISIC_0060603.jpg,2
15311,15311,ISIC_0057323.jpg,0
24535,24535,ISIC_0072007.jpg,1
1436,1436,ISIC_0012511_downsampled.jpg,1
18670,18670,ISIC_0062685.jpg,2
17216,17216,ISIC_0060343.jpg,2
8784,8784,ISIC_0030187.jpg,0
4977,4977,ISIC_0026380.jpg,1
14389,14389,ISIC_0055841.jpg,0
13534,13534,ISIC_0054467.jpg,2
8132,8132,ISIC_0029535.jpg,1
22552,22552,ISIC_0068863.jpg,1
11997,11997,ISIC_0033400.jpg,3
7348,7348,ISIC_0028751.jpg,1
15710,15710,ISIC_0057990.jpg,3
5373,5373,ISIC_0026776.jpg,1
20199,20199,ISIC_0065153.jpg,3
14108,14108,ISIC_0055375.jpg,2
13415,13415,ISIC_0054284.jpg,0
20758,20758,ISIC_0066039.jpg,2
21612,21612,ISIC_0067389.jpg,1
16441,16441,ISIC_0059115.jpg,2
24221,24221,ISIC_0071508.jpg,1
17611,17611,ISIC_0060976.jpg,1
7280,7280,ISIC_0028683.jpg,1
8702,8702,ISIC_0030105.jpg,3
3739,3739,ISIC_0025142.jpg,1
13749,13749,ISIC_0054809.jpg,1
4967,4967,ISIC_0026370.jpg,1
1124,1124,ISIC_0011150.jpg,1
3936,3936,ISIC_0025339.jpg,3
2994,2994,ISIC_0024397.jpg,1
419,419,ISIC_0000490.jpg,1
12933,12933,ISIC_0053479.jpg,0
23637,23637,ISIC_0070571.jpg,1
3690,3690,ISIC_0025093.jpg,1
18624,18624,ISIC_0062603.jpg,1
19687,19687,ISIC_0064321.jpg,0
24402,24402,ISIC_0071809.jpg,1
422,422,ISIC_0000493.jpg,1
1174,1174,ISIC_0011297.jpg,1
20443,20443,ISIC_0065529.jpg,1
13898,13898,ISIC_0055053.jpg,1
17260,17260,ISIC_0060419.jpg,1
20329,20329,ISIC_0065351.jpg,0
20973,20973,ISIC_0066384.jpg,0
5025,5025,ISIC_0026428.jpg,1
5745,5745,ISIC_0027148.jpg,1
5812,5812,ISIC_0027215.jpg,1
9840,9840,ISIC_0031243.jpg,2
3979,3979,ISIC_0025382.jpg,1
8750,8750,ISIC_0030153.jpg,1
15208,15208,ISIC_0057155.jpg,0
13004,13004,ISIC_0053584.jpg,1
16177,16177,ISIC_0058722.jpg,2
10532,10532,ISIC_0031935.jpg,1
20679,20679,ISIC_0065900.jpg,1
24239,24239,ISIC_0071540.jpg,1
20098,20098,ISIC_0064982.jpg,0
12668,12668,ISIC_0034071.jpg,0
16762,16762,ISIC_0059631.jpg,0
19089,19089,ISIC_0063353.jpg,1
21309,21309,ISIC_0066910.jpg,0
16620,16620,ISIC_0059404.jpg,1
3700,3700,ISIC_0025103.jpg,3
12868,12868,ISIC_0034271.jpg,1
3900,3900,ISIC_0025303.jpg,0
18598,18598,ISIC_0062561.jpg,3
18767,18767,ISIC_0062835.jpg,3
2820,2820,ISIC_0015978_downsampled.jpg,1
17856,17856,ISIC_0061371.jpg,0
18191,18191,ISIC_0061917.jpg,3
16616,16616,ISIC_0059399.jpg,1
17946,17946,ISIC_0061536.jpg,3
25142,25142,ISIC_0072965.jpg,1
10211,10211,ISIC_0031614.jpg,2
20084,20084,ISIC_0064961.jpg,1
13856,13856,ISIC_0054976.jpg,0
6072,6072,ISIC_0027475.jpg,1
22456,22456,ISIC_0068703.jpg,1
21586,21586,ISIC_0067339.jpg,0
4358,4358,ISIC_0025761.jpg,1
6779,6779,ISIC_0028182.jpg,1
8556,8556,ISIC_0029959.jpg,1
3562,3562,ISIC_0024965.jpg,1
7299,7299,ISIC_0028702.jpg,3
6198,6198,ISIC_0027601.jpg,2
12005,12005,ISIC_0033408.jpg,1
1645,1645,ISIC_0013048_downsampled.jpg,1
11355,11355,ISIC_0032758.jpg,1
13661,13661,ISIC_0054671.jpg,0
25032,25032,ISIC_0072799.jpg,0
5933,5933,ISIC_0027336.jpg,1
4486,4486,ISIC_0025889.jpg,1
10922,10922,ISIC_0032325.jpg,3
4258,4258,ISIC_0025661.jpg,3
20087,20087,ISIC_0064965.jpg,0
12530,12530,ISIC_0033933.jpg,1
22214,22214,ISIC_0068333.jpg,1
15675,15675,ISIC_0057933.jpg,2
17383,17383,ISIC_0060620.jpg,3
19587,19587,ISIC_0064156.jpg,2
8306,8306,ISIC_0029709.jpg,1
11336,11336,ISIC_0032739.jpg,1
3960,3960,ISIC_0025363.jpg,0
22171,22171,ISIC_0068260.jpg,2
18545,18545,ISIC_0062480.jpg,2
8078,8078,ISIC_0029481.jpg,1
10610,10610,ISIC_0032013.jpg,3
7337,7337,ISIC_0028740.jpg,1
17245,17245,ISIC_0060392.jpg,2
3926,3926,ISIC_0025329.jpg,1
11208,11208,ISIC_0032611.jpg,2
4840,4840,ISIC_0026243.jpg,1
22037,22037,ISIC_0068057.jpg,3
21875,21875,ISIC_0067796.jpg,1
24938,24938,ISIC_0072647.jpg,1
20994,20994,ISIC_0066411.jpg,1
3817,3817,ISIC_0025220.jpg,1
7039,7039,ISIC_0028442.jpg,0
14227,14227,ISIC_0055569.jpg,3
6622,6622,ISIC_0028025.jpg,1
9850,9850,ISIC_0031253.jpg,3
15947,15947,ISIC_0058359.jpg,3
2325,2325,ISIC_0014617_downsampled.jpg,3
10823,10823,ISIC_0032226.jpg,1
23608,23608,ISIC_0070525.jpg,2
4441,4441,ISIC_0025844.jpg,1
25214,25214,ISIC_0073070.jpg,3
12483,12483,ISIC_0033886.jpg,0
1661,1661,ISIC_0013082_downsampled.jpg,1
9677,9677,ISIC_0031080.jpg,1
22628,22628,ISIC_0068969.jpg,2
13915,13915,ISIC_0055081.jpg,0
18811,18811,ISIC_0062914.jpg,0
7631,7631,ISIC_0029034.jpg,2
13488,13488,ISIC_0054393.jpg,1
18023,18023,ISIC_0061648.jpg,1
17870,17870,ISIC_0061400.jpg,2
8622,8622,ISIC_0030025.jpg,1
24292,24292,ISIC_0071625.jpg,1
3400,3400,ISIC_0024803.jpg,1
11467,11467,ISIC_0032870.jpg,0
15162,15162,ISIC_0057071.jpg,1
19871,19871,ISIC_0064627.jpg,1
904,904,ISIC_0010239.jpg,1
10259,10259,ISIC_0031662.jpg,1
10878,10878,ISIC_0032281.jpg,1
10933,10933,ISIC_0032336.jpg,1
13965,13965,ISIC_0055166.jpg,3
18005,18005,ISIC_0061623.jpg,0
4146,4146,ISIC_0025549.jpg,1
4386,4386,ISIC_0025789.jpg,1
2204,2204,ISIC_0014360_downsampled.jpg,0
5707,5707,ISIC_0027110.jpg,1
24000,24000,ISIC_0071150.jpg,2
219,219,ISIC_0000233.jpg,1
20867,20867,ISIC_0066221.jpg,2
4918,4918,ISIC_0026321.jpg,2
24652,24652,ISIC_0072172.jpg,1
8062,8062,ISIC_0029465.jpg,1
16364,16364,ISIC_0059001.jpg,1
9545,9545,ISIC_0030948.jpg,1
8214,8214,ISIC_0029617.jpg,3
21873,21873,ISIC_0067790.jpg,1
11429,11429,ISIC_0032832.jpg,1
5513,5513,ISIC_0026916.jpg,0
7396,7396,ISIC_0028799.jpg,1
4166,4166,ISIC_0025569.jpg,1
18144,18144,ISIC_0061844.jpg,3
10525,10525,ISIC_0031928.jpg,1
15579,15579,ISIC_0057784.jpg,1
23884,23884,ISIC_0070961.jpg,0
15963,15963,ISIC_0058387.jpg,2
6552,6552,ISIC_0027955.jpg,1
22426,22426,ISIC_0068658.jpg,1
20776,20776,ISIC_0066066.jpg,0
5251,5251,ISIC_0026654.jpg,1
351,351,ISIC_0000392_downsampled.jpg,1
9965,9965,ISIC_0031368.jpg,0
2865,2865,ISIC_0016031_downsampled.jpg,1
8140,8140,ISIC_0029543.jpg,1
19661,19661,ISIC_0064281.jpg,0
9872,9872,ISIC_0031275.jpg,1
9348,9348,ISIC_0030751.jpg,1
21619,21619,ISIC_0067403.jpg,2
21148,21148,ISIC_0066654.jpg,2
21418,21418,ISIC_0067086.jpg,1
16003,16003,ISIC_0058447.jpg,2
21256,21256,ISIC_0066821.jpg,2
6602,6602,ISIC_0028005.jpg,1
24436,24436,ISIC_0071861.jpg,1
15983,15983,ISIC_0058419.jpg,2
17919,17919,ISIC_0061490.jpg,2
